quorumCheckOnRead,ongaroLeaseEnabled,leaseGuardEnabled,deferCommitEnabled,inheritLeaseEnabled,size,electionTimeoutMilliseconds,delta,reads,writes,operationType,opsPerSec,p50latencyNanos,p90latencyNanos,p95latencyNanos
False,True,False,False,False,1024,500,500,168750,506250,read,4494.62,252037694.0,1727769367.0,2017068682.0
False,True,False,False,False,1024,500,500,168750,506250,write,13415.1,257733970.0,1722158591.0,1999845906.0
False,True,False,False,False,1024,500,500,168750,506250,read,9358.97,8952130.0,41116548.0,94173008.0
False,True,False,False,False,1024,500,500,168750,506250,write,28066.1,21337346.0,56524571.0,105143959.0
False,True,False,False,False,1024,500,500,750000,0,read,49998.5,130999.0,167614.0,177768.0
False,True,False,False,False,1024,500,500,750000,0,write,0.0,0.0,0.0,0.0
False,True,False,False,False,1024,500,500,750000,0,read,45667.8,126483.0,164887.0,175103.0
False,True,False,False,False,1024,500,500,750000,0,write,0.0,0.0,0.0,0.0
False,True,False,False,False,1024,500,500,562500,187500,read,21072.2,192582.0,643804.0,826115.0
False,True,False,False,False,1024,500,500,562500,187500,write,7019.42,5636233.0,6578661.0,6888677.0
False,True,False,False,False,1024,500,500,562500,187500,read,4998.41,118520.0,526889.0,678499.0
False,True,False,False,False,1024,500,500,562500,187500,write,0.0,0.0,0.0,0.0
False,True,False,False,False,1024,500,500,375000,375000,read,10330.3,791026.0,2113713.0,2577544.0
False,True,False,False,False,1024,500,500,375000,375000,write,10316.1,8145077.0,10420287.0,13408416.0
False,True,False,False,False,1024,500,500,375000,375000,read,4822.46,686113.0,2175642.0,2714265.0
False,True,False,False,False,1024,500,500,375000,375000,write,0.0,0.0,0.0,0.0
False,True,False,False,False,1024,500,500,187500,562500,read,3621.18,853290971.0,2963740005.0,3346961177.0
False,True,False,False,False,1024,500,500,187500,562500,write,10847.4,856157174.0,2964215967.0,3362432411.0
False,True,False,False,False,1024,500,500,187500,562500,read,5837.63,1860829048.0,6937249234.0,7843186640.0
False,True,False,False,False,1024,500,500,187500,562500,write,17478.8,1872021519.0,6915069834.0,7797738144.0
False,True,False,False,False,1024,500,500,825000,0,read,2925.06,107375.0,143124.0,155344.0
False,True,False,False,False,1024,500,500,825000,0,write,0.0,0.0,0.0,0.0
False,True,False,False,False,1024,500,500,825000,0,read,46785.5,120775.0,162002.0,171648.0
False,True,False,False,False,1024,500,500,825000,0,write,0.0,0.0,0.0,0.0
False,True,False,False,False,1024,500,500,618750,206250,read,15744.2,208588.0,696124.0,855074.0
False,True,False,False,False,1024,500,500,618750,206250,write,5243.8,5832003.0,6788377.0,7087569.0
False,True,False,False,False,1024,500,500,618750,206250,read,38670.5,218222.0,735763.0,899170.0
False,True,False,False,False,1024,500,500,618750,206250,write,12890.1,5843642.0,6821604.0,7109510.0
False,True,False,False,False,1024,500,500,412500,412500,read,23620.8,1006684.0,2698838.0,4104240.0
False,True,False,False,False,1024,500,500,412500,412500,write,22862.9,8978183.0,13063660.0,15790547.0
False,True,False,False,False,1024,500,500,412500,412500,read,24229.7,1213630.0,3066677.0,4471605.0
False,True,False,False,False,1024,500,500,412500,412500,write,24226.2,9067336.0,13432258.0,15625674.0
False,True,False,False,False,1024,500,500,206250,618750,read,4045.82,1597362540.0,5013302548.0,5570635735.0
False,True,False,False,False,1024,500,500,206250,618750,write,12106.8,1608698229.0,5012140370.0,5563300059.0
False,True,False,False,False,1024,500,500,206250,618750,read,4018.42,1668682808.0,5118302119.0,5647368428.0
False,True,False,False,False,1024,500,500,206250,618750,write,12046.5,1678761486.0,5124725762.0,5652689576.0
False,True,False,False,False,1024,500,500,900000,0,read,40003.8,135140.0,182258.0,197195.0
False,True,False,False,False,1024,500,500,900000,0,write,0.0,0.0,0.0,0.0
False,True,False,False,False,1024,500,500,900000,0,read,23131.7,138034.0,179775.0,194434.0
False,True,False,False,False,1024,500,500,900000,0,write,0.0,0.0,0.0,0.0
False,True,False,False,False,1024,500,500,675000,225000,read,38558.9,255025.0,860477.0,1050647.0
False,True,False,False,False,1024,500,500,675000,225000,write,12838.9,6131921.0,7231380.0,7795664.0
False,True,False,False,False,1024,500,500,675000,225000,read,38534.9,239171.0,875429.0,1060953.0
False,True,False,False,False,1024,500,500,675000,225000,write,12832.8,6208064.0,7316499.0,7764530.0
False,True,False,False,False,1024,500,500,450000,450000,read,15501.1,3667700.0,8203554.0,9496120.0
False,True,False,False,False,1024,500,500,450000,450000,write,15482.6,13527072.0,18586434.0,20113231.0
False,True,False,False,False,1024,500,500,450000,450000,read,10617.7,4811976.0,8858379.0,9987025.0
False,True,False,False,False,1024,500,500,450000,450000,write,10606.5,14579100.0,19123137.0,20734929.0
False,True,False,False,False,1024,500,500,225000,675000,read,6117.37,2793974817.0,7983718406.0,8720256436.0
False,True,False,False,False,1024,500,500,225000,675000,write,18330.2,2803822927.0,7986921510.0,8749730194.0
False,True,False,False,False,1024,500,500,225000,675000,read,5634.91,2968067323.0,8363010802.0,9193951749.0
False,True,False,False,False,1024,500,500,225000,675000,write,16887.5,2995379823.0,8369108338.0,9171376903.0
False,True,False,False,False,1024,500,500,975000,0,read,42987.7,142995.0,193156.0,204037.0
False,True,False,False,False,1024,500,500,975000,0,write,0.0,0.0,0.0,0.0
False,True,False,False,False,1024,500,500,975000,0,read,42097.9,143434.0,186716.0,199143.0
False,True,False,False,False,1024,500,500,975000,0,write,0.0,0.0,0.0,0.0
False,True,False,False,False,1024,500,500,731250,243750,read,42556.8,316519.0,907235.0,1087104.0
False,True,False,False,False,1024,500,500,731250,243750,write,14179.5,6242261.0,7347071.0,7792413.0
False,True,False,False,False,1024,500,500,731250,243750,read,1939.98,281695.0,965209.0,1159527.0
False,True,False,False,False,1024,500,500,731250,243750,write,0.0,0.0,0.0,0.0
False,True,False,False,False,1024,500,500,487500,487500,read,15378.8,178320854.0,2453607949.0,2920204607.0
False,True,False,False,False,1024,500,500,487500,487500,write,15338.8,185880589.0,2453986663.0,2900845579.0
False,True,False,False,False,1024,500,500,487500,487500,read,22057.3,341622868.0,3833269146.0,4589705215.0
False,True,False,False,False,1024,500,500,487500,487500,write,21984.5,349021549.0,3823245705.0,4562323156.0
False,True,False,False,False,1024,500,500,243750,731250,read,3738.72,2485101783.0,6597515269.0,7232261405.0
False,True,False,False,False,1024,500,500,243750,731250,write,11185.0,2481672477.0,6582142852.0,7233221088.0
False,True,False,False,False,1024,500,500,243750,731250,read,3792.13,1587612344.0,4122541304.0,4537872102.0
False,True,False,False,False,1024,500,500,243750,731250,write,11343.6,1587871592.0,4124755314.0,4533381005.0
False,True,False,False,False,1024,500,500,1050000,0,read,39536.8,144805.0,204427.0,233190.0
False,True,False,False,False,1024,500,500,1050000,0,write,0.0,0.0,0.0,0.0
False,True,False,False,False,1024,500,500,1050000,0,read,44967.1,149348.0,201322.0,214633.0
False,True,False,False,False,1024,500,500,1050000,0,write,0.0,0.0,0.0,0.0
False,True,False,False,False,1024,500,500,787500,262500,read,47736.5,378673.0,1095810.0,1301342.0
False,True,False,False,False,1024,500,500,787500,262500,write,15905.4,6528063.0,7760401.0,8252628.0
False,True,False,False,False,1024,500,500,787500,262500,read,45363.3,374513.0,1247643.0,2172282.0
False,True,False,False,False,1024,500,500,787500,262500,write,14531.1,6618303.0,8723313.0,55627249.0
False,True,False,False,False,1024,500,500,525000,525000,read,17893.7,1903140361.0,6491327280.0,7185287550.0
False,True,False,False,False,1024,500,500,525000,525000,write,17873.7,1909641165.0,6483299207.0,7864044093.0
False,True,False,False,False,1024,500,500,525000,525000,read,11858.7,1019257827.0,3458761317.0,3893976454.0
False,True,False,False,False,1024,500,500,525000,525000,write,11844.1,1045363058.0,3459205664.0,3911438479.0
False,True,False,False,False,1024,500,500,262500,787500,read,3836.36,2574206609.0,6641714790.0,7356751114.0
False,True,False,False,False,1024,500,500,262500,787500,write,11507.7,2585994148.0,6661167969.0,7369642314.0
False,True,False,False,False,1024,500,500,262500,787500,read,3679.54,2446321909.0,6478686504.0,7056774751.0
False,True,False,False,False,1024,500,500,262500,787500,write,11032.1,2465247126.0,6478234470.0,7058860648.0
False,True,False,False,False,1024,500,500,1125000,0,read,68889.3,137012.0,192809.0,205673.0
False,True,False,False,False,1024,500,500,1125000,0,write,0.0,0.0,0.0,0.0
False,True,False,False,False,1024,500,500,1125000,0,read,45964.7,152511.0,205555.0,240552.0
False,True,False,False,False,1024,500,500,1125000,0,write,0.0,0.0,0.0,0.0
False,True,False,False,False,1024,500,500,843750,281250,read,30332.2,583629.0,1408654.0,1623950.0
False,True,False,False,False,1024,500,500,843750,281250,write,10104.1,7125654.0,8517921.0,9252016.0
False,True,False,False,False,1024,500,500,843750,281250,read,25803.5,581836.0,1391534.0,1610717.0
False,True,False,False,False,1024,500,500,843750,281250,write,8591.25,7165842.0,8544759.0,9204489.0
False,True,False,False,False,1024,500,500,562500,562500,read,18435.0,730559819.0,4714079203.0,6181611726.0
False,True,False,False,False,1024,500,500,562500,562500,write,18273.9,767879823.0,4737687819.0,6190383816.0
False,True,False,False,False,1024,500,500,562500,562500,read,21286.6,667976990.0,2769159115.0,3927525811.0
False,True,False,False,False,1024,500,500,562500,562500,write,20232.2,739756878.0,2827380768.0,3949733706.0
False,True,False,False,False,1024,500,500,281250,843750,read,5211.53,2814836581.0,7409814534.0,8132939252.0
False,True,False,False,False,1024,500,500,281250,843750,write,15538.8,2804813264.0,7358149327.0,8080845212.0
False,True,False,False,False,1024,500,500,281250,843750,read,3710.5,2427409429.0,5934053600.0,6480456049.0
False,True,False,False,False,1024,500,500,281250,843750,write,11116.8,2449274411.0,5959059984.0,6481377630.0
False,True,False,False,False,1024,500,500,1200000,0,read,74039.3,150460.0,215580.0,258228.0
False,True,False,False,False,1024,500,500,1200000,0,write,0.0,0.0,0.0,0.0
False,True,False,False,False,1024,500,500,1200000,0,read,52544.5,157960.0,272362.0,324441.0
False,True,False,False,False,1024,500,500,1200000,0,write,0.0,0.0,0.0,0.0
False,True,False,False,False,1024,500,500,900000,300000,read,56248.9,591111.0,1461303.0,1684594.0
False,True,False,False,False,1024,500,500,900000,300000,write,18748.9,7231690.0,8649722.0,9487243.0
False,True,False,False,False,1024,500,500,900000,300000,read,56248.2,648862.0,1550113.0,1791816.0
False,True,False,False,False,1024,500,500,900000,300000,write,18748.7,7382144.0,8844610.0,9975250.0
False,True,False,False,False,1024,500,500,600000,600000,read,10185.4,1252319087.0,3489242346.0,3810324628.0
False,True,False,False,False,1024,500,500,600000,600000,write,10168.1,1255315012.0,3502967175.0,3832917730.0
False,True,False,False,False,1024,500,500,600000,600000,read,10685.9,1651716632.0,5021135338.0,5603967515.0
False,True,False,False,False,1024,500,500,600000,600000,write,10670.4,1654426328.0,5021422306.0,5614415357.0
False,True,False,False,False,1024,500,500,300000,900000,read,6456.35,1518946882.0,5193586745.0,6919234848.0
False,True,False,False,False,1024,500,500,300000,900000,write,18678.1,1613622931.0,5325200468.0,6936340939.0
False,True,False,False,False,1024,500,500,300000,900000,read,9766.65,1933132774.0,4282195964.0,4591318507.0
False,True,False,False,False,1024,500,500,300000,900000,write,29195.8,1949945302.0,4295309098.0,4599981916.0
False,False,True,True,True,1024,500,500,75000,0,read,291.69,57836.0,66532.0,73358.0
False,False,True,True,True,1024,500,500,75000,0,write,0.0,0.0,0.0,0.0
False,False,True,True,True,1024,500,500,75000,0,read,772.255,63682.0,71070.0,75543.0
False,False,True,True,True,1024,500,500,75000,0,write,0.0,0.0,0.0,0.0
False,False,True,True,True,1024,500,500,56250,18750,read,3515.53,76467.0,115890.0,125419.0
False,False,True,True,True,1024,500,500,56250,18750,write,1171.84,4084853.0,5338866.0,5505494.0
False,False,True,True,True,1024,500,500,56250,18750,read,3150.74,78966.0,95032.0,107558.0
False,False,True,True,True,1024,500,500,56250,18750,write,0.0,0.0,0.0,0.0
False,False,True,True,True,1024,500,500,37500,37500,read,2143.79,78151.0,127736.0,145763.0
False,False,True,True,True,1024,500,500,37500,37500,write,2142.23,4504397.0,5387691.0,5565544.0
False,False,True,True,True,1024,500,500,37500,37500,read,2142.92,76826.0,120112.0,131943.0
False,False,True,True,True,1024,500,500,37500,37500,write,2141.61,4513634.0,5398425.0,5601817.0
False,False,True,True,True,1024,500,500,18750,56250,read,1071.46,114082.0,142403.0,167371.0
False,False,True,True,True,1024,500,500,18750,56250,write,3212.38,4604397.0,5527538.0,5718097.0
False,False,True,True,True,1024,500,500,150000,0,read,9999.78,63856.0,67664.0,69256.0
False,False,True,True,True,1024,500,500,150000,0,write,0.0,0.0,0.0,0.0
False,False,True,True,True,1024,500,500,112500,37500,read,7029.72,70602.0,129226.0,208300.0
False,False,True,True,True,1024,500,500,112500,37500,write,2343.24,4504213.0,5398344.0,5585097.0
False,False,True,True,True,1024,500,500,75000,75000,read,4687.28,69860.0,119090.0,159576.0
False,False,True,True,True,1024,500,500,75000,75000,write,4687.34,4668514.0,5597523.0,5771136.0
False,False,True,True,True,1024,500,500,37500,112500,read,2343.61,86302.0,113766.0,160557.0
False,False,True,True,True,1024,500,500,37500,112500,write,7031.02,4876870.0,5808593.0,6006849.0
False,False,True,True,True,1024,500,500,225000,0,read,14999.8,59023.0,75387.0,93232.0
False,False,True,True,True,1024,500,500,225000,0,write,0.0,0.0,0.0,0.0
False,False,True,True,True,1024,500,500,168750,56250,read,10546.6,96240.0,136325.0,150285.0
False,False,True,True,True,1024,500,500,168750,56250,write,3515.57,4592256.0,5484965.0,5646698.0
False,False,True,True,True,1024,500,500,112500,112500,read,7030.94,92723.0,136826.0,204238.0
False,False,True,True,True,1024,500,500,112500,112500,write,7031.0,4944822.0,5880502.0,6077646.0
False,False,True,True,True,1024,500,500,56250,168750,read,3515.47,88355.0,200945.0,302359.0
False,False,True,True,True,1024,500,500,56250,168750,write,10546.5,5284345.0,6276712.0,6508235.0
False,False,True,True,True,1024,500,500,300000,0,read,19999.5,67727.0,100186.0,110341.0
False,False,True,True,True,1024,500,500,300000,0,write,0.0,0.0,0.0,0.0
False,False,True,True,True,1024,500,500,225000,75000,read,14062.1,107438.0,155061.0,184481.0
False,False,True,True,True,1024,500,500,225000,75000,write,4687.33,4717733.0,5636909.0,5813053.0
False,False,True,True,True,1024,500,500,150000,150000,read,9374.59,95361.0,238802.0,362643.0
False,False,True,True,True,1024,500,500,150000,150000,write,9374.65,5227018.0,6176732.0,6390092.0
False,False,True,True,True,1024,500,500,75000,225000,read,4687.23,95320.0,386829.0,583659.0
False,False,True,True,True,1024,500,500,75000,225000,write,14062.0,5749518.0,6761272.0,7088434.0
False,False,True,True,True,1024,500,500,375000,0,read,24999.3,85265.0,122891.0,135441.0
False,False,True,True,True,1024,500,500,375000,0,write,0.0,0.0,0.0,0.0
False,False,True,True,True,1024,500,500,281250,93750,read,17577.5,114368.0,180885.0,247854.0
False,False,True,True,True,1024,500,500,281250,93750,write,5859.16,4867393.0,5774770.0,5962822.0
False,False,True,True,True,1024,500,500,187500,187500,read,11718.2,109898.0,449786.0,642320.0
False,False,True,True,True,1024,500,500,187500,187500,write,11718.2,5538355.0,6483153.0,6737375.0
False,False,True,True,True,1024,500,500,93750,281250,read,5858.99,123223.0,853868.0,1158509.0
False,False,True,True,True,1024,500,500,93750,281250,write,17577.3,6338831.0,7365841.0,7981094.0
False,False,True,True,True,1024,500,500,450000,0,read,29999.5,94796.0,127054.0,140809.0
False,False,True,True,True,1024,500,500,450000,0,write,0.0,0.0,0.0,0.0
False,False,True,True,True,1024,500,500,337500,112500,read,21093.2,123967.0,232082.0,338744.0
False,False,True,True,True,1024,500,500,337500,112500,write,7031.01,5008188.0,5929852.0,6129974.0
False,False,True,True,True,1024,500,500,225000,225000,read,14061.9,147454.0,746002.0,987482.0
False,False,True,True,True,1024,500,500,225000,225000,write,14062.0,5902630.0,6853186.0,7163688.0
False,False,True,True,True,1024,500,500,112500,337500,read,7030.91,461579.0,1957035.0,2374810.0
False,False,True,True,True,1024,500,500,112500,337500,write,21092.7,7356705.0,8757109.0,10915667.0
False,False,True,True,True,1024,500,500,525000,0,read,34999.5,105582.0,138037.0,148895.0
False,False,True,True,True,1024,500,500,525000,0,write,0.0,0.0,0.0,0.0
False,False,True,True,True,1024,500,500,393750,131250,read,24608.5,135916.0,324843.0,465079.0
False,False,True,True,True,1024,500,500,393750,131250,write,8202.86,5146135.0,6054189.0,6263729.0
False,False,True,True,True,1024,500,500,262500,262500,read,16405.6,191581.0,1069846.0,1334343.0
False,False,True,True,True,1024,500,500,262500,262500,write,16405.6,6281394.0,7225927.0,7773173.0
False,False,True,True,True,1024,500,500,131250,393750,read,8202.38,2113796.0,4468328.0,5468751.0
False,False,True,True,True,1024,500,500,131250,393750,write,24607.2,9175033.0,12792906.0,14631924.0
False,False,True,True,True,1024,500,500,600000,0,read,39998.9,112621.0,151167.0,161718.0
False,False,True,True,True,1024,500,500,600000,0,write,0.0,0.0,0.0,0.0
False,False,True,True,True,1024,500,500,450000,150000,read,28124.2,156433.0,442477.0,612493.0
False,False,True,True,True,1024,500,500,450000,150000,write,9374.66,5333215.0,6234771.0,6447906.0
False,False,True,True,True,1024,500,500,300000,300000,read,18748.8,700346.0,1793456.0,2238081.0
False,False,True,True,True,1024,500,500,300000,300000,write,18748.9,6985641.0,8335849.0,9950771.0
False,False,True,True,True,1024,500,500,150000,450000,read,3746.07,2024094239.0,7942263807.0,9042133085.0
False,False,True,True,True,1024,500,500,150000,450000,write,11233.8,2028448211.0,7940029467.0,9058919612.0
False,False,True,True,True,1024,500,500,675000,0,read,44999.2,119650.0,154855.0,164860.0
False,False,True,True,True,1024,500,500,675000,0,write,0.0,0.0,0.0,0.0
False,False,True,True,True,1024,500,500,506250,168750,read,31630.0,164742.0,634787.0,833956.0
False,False,True,True,True,1024,500,500,506250,168750,write,10542.2,5536692.0,6498023.0,6761174.0
False,False,True,True,True,1024,500,500,337500,337500,read,12520.0,219535942.0,4878235405.0,6025451019.0
False,False,True,True,True,1024,500,500,337500,337500,write,12516.8,224754855.0,4893765407.0,6023067232.0
False,False,True,True,True,1024,500,500,168750,506250,read,3227.5,3016847916.0,9125073294.0,10276833452.0
False,False,True,True,True,1024,500,500,168750,506250,write,9680.01,3022410475.0,9117223153.0,10308624089.0
False,False,True,True,True,1024,500,500,750000,0,read,49998.8,123523.0,154529.0,162952.0
False,False,True,True,True,1024,500,500,750000,0,write,0.0,0.0,0.0,0.0
False,False,True,True,True,1024,500,500,562500,187500,read,35155.6,177107.0,699191.0,883009.0
False,False,True,True,True,1024,500,500,562500,187500,write,11718.3,5665425.0,6629917.0,6883809.0
False,False,True,True,True,1024,500,500,375000,375000,read,8924.44,2529373314.0,8378018242.0,9367121362.0
False,False,True,True,True,1024,500,500,375000,375000,write,8916.03,2535305483.0,8384866368.0,9357619849.0
False,False,True,True,True,1024,500,500,187500,562500,read,3416.55,3423148885.0,9470310656.0,10510610533.0
False,False,True,True,True,1024,500,500,187500,562500,write,10248.6,3434591609.0,9475722363.0,10512389673.0
False,False,True,True,True,1024,500,500,825000,0,read,55001.2,124077.0,158441.0,163593.0
False,False,True,True,True,1024,500,500,825000,0,write,0.0,0.0,0.0,0.0
False,False,True,True,True,1024,500,500,618750,206250,read,38670.6,220707.0,853336.0,1050750.0
False,False,True,True,True,1024,500,500,618750,206250,write,12890.1,5807056.0,6769908.0,7047093.0
False,False,True,True,True,1024,500,500,412500,412500,read,9086.62,3173995548.0,9014192649.0,9880407450.0
False,False,True,True,True,1024,500,500,412500,412500,write,9078.46,3180220579.0,9003255877.0,9875381847.0
False,False,True,True,True,1024,500,500,206250,618750,read,3159.66,3531786134.0,10152200947.0,11265926145.0
False,False,True,True,True,1024,500,500,206250,618750,write,9471.74,3533822285.0,10159449345.0,11256094163.0
False,False,True,True,True,1024,500,500,900000,0,read,60000.9,128714.0,169305.0,177711.0
False,False,True,True,True,1024,500,500,900000,0,write,0.0,0.0,0.0,0.0
False,False,True,True,True,1024,500,500,675000,225000,read,42186.1,323950.0,1026174.0,1248914.0
False,False,True,True,True,1024,500,500,675000,225000,write,14062.1,6034102.0,7039238.0,7385883.0
False,False,True,True,True,1024,500,500,450000,450000,read,8796.87,3495972449.0,9611348939.0,10499669812.0
False,False,True,True,True,1024,500,500,450000,450000,write,8795.19,3503209028.0,9625012045.0,10496308055.0
False,False,True,True,True,1024,500,500,225000,675000,read,3266.48,3971429467.0,10454988247.0,11502149124.0
False,False,True,True,True,1024,500,500,225000,675000,write,9792.9,3971604344.0,10463440861.0,11517471842.0
False,False,True,True,True,1024,500,500,975000,0,read,65000.6,122205.0,165604.0,172278.0
False,False,True,True,True,1024,500,500,975000,0,write,0.0,0.0,0.0,0.0
False,False,True,True,True,1024,500,500,731250,243750,read,45702.7,523490.0,1295902.0,1565721.0
False,False,True,True,True,1024,500,500,731250,243750,write,15233.8,6365775.0,7495623.0,8024442.0
False,False,True,True,True,1024,500,500,487500,487500,read,8900.45,3608756689.0,9716128065.0,10725910124.0
False,False,True,True,True,1024,500,500,487500,487500,write,8897.71,3615372679.0,9758734037.0,10732433640.0
False,False,True,True,True,1024,500,500,243750,731250,read,3401.49,4168123880.0,10767568918.0,11787764988.0
False,False,True,True,True,1024,500,500,243750,731250,write,10199.6,4185810750.0,10767871335.0,11775644330.0
False,False,True,True,True,1024,500,500,1050000,0,read,70001.6,127945.0,169499.0,178474.0
False,False,True,True,True,1024,500,500,1050000,0,write,0.0,0.0,0.0,0.0
False,False,True,True,True,1024,500,500,787500,262500,read,29833.1,908534557.0,5359477489.0,6175890740.0
False,False,True,True,True,1024,500,500,787500,262500,write,9941.19,916031703.0,5368048906.0,6185758842.0
False,False,True,True,True,1024,500,500,525000,525000,read,8344.87,3862226984.0,10159119279.0,11279491755.0
False,False,True,True,True,1024,500,500,525000,525000,write,8337.39,3861820106.0,10166262872.0,11266138701.0
False,False,True,True,True,1024,500,500,262500,787500,read,3226.05,4200989559.0,11047463614.0,12141722353.0
False,False,True,True,True,1024,500,500,262500,787500,write,9664.72,4200748589.0,11040532410.0,12104941397.0
False,False,True,True,True,1024,500,500,1125000,0,read,74999.7,135951.0,182851.0,195153.0
False,False,True,True,True,1024,500,500,1125000,0,write,0.0,0.0,0.0,0.0
False,False,True,True,True,1024,500,500,843750,281250,read,28543.8,1720744542.0,6463814022.0,7918122073.0
False,False,True,True,True,1024,500,500,843750,281250,write,9506.52,1727077069.0,6460753723.0,7238547229.0
False,False,True,True,True,1024,500,500,562500,562500,read,8636.49,4140922148.0,10439187591.0,11405351577.0
False,False,True,True,True,1024,500,500,562500,562500,write,8635.43,4163303232.0,10438305232.0,11413151860.0
False,False,True,True,True,1024,500,500,281250,843750,read,3263.26,4295566179.0,11390256967.0,12330545898.0
False,False,True,True,True,1024,500,500,281250,843750,write,9788.22,4296564276.0,11382637698.0,13240772693.0
False,False,True,True,True,1024,500,500,1200000,0,read,79997.4,138668.0,190534.0,203322.0
False,False,True,True,True,1024,500,500,1200000,0,write,0.0,0.0,0.0,0.0
False,False,True,True,True,1024,500,500,900000,300000,read,27143.6,2196725465.0,7279129028.0,8071563078.0
False,False,True,True,True,1024,500,500,900000,300000,write,9040.27,2200910199.0,7268608792.0,8066272105.0
False,False,True,True,True,1024,500,500,600000,600000,read,8290.99,4213407130.0,10756843509.0,11801511633.0
False,False,True,True,True,1024,500,500,600000,600000,write,8285.01,4218273255.0,10750352505.0,11797965105.0
False,False,True,True,True,1024,500,500,300000,900000,read,3217.78,4368845910.0,11368296398.0,12433996597.0
False,False,True,True,True,1024,500,500,300000,900000,write,9651.71,4371799488.0,11371596455.0,12437416453.0
False,False,False,False,False,1024,500,500,75000,0,read,4999.83,58240.0,62597.0,64486.0
False,False,False,False,False,1024,500,500,75000,0,write,0.0,0.0,0.0,0.0
False,False,False,False,False,1024,500,500,56250,18750,read,3515.45,66545.0,100398.0,107309.0
False,False,False,False,False,1024,500,500,56250,18750,write,1171.84,4063020.0,5317076.0,5475529.0
False,False,False,False,False,1024,500,500,37500,37500,read,2343.61,92160.0,108714.0,118671.0
False,False,False,False,False,1024,500,500,37500,37500,write,2343.67,4451639.0,5324715.0,5472091.0
False,False,False,False,False,1024,500,500,18750,56250,read,1171.77,90979.0,106304.0,122163.0
False,False,False,False,False,1024,500,500,18750,56250,write,3515.5,4542602.0,5421599.0,5584829.0
False,False,False,False,False,1024,500,500,150000,0,read,9999.7,58630.0,62593.0,64333.0
False,False,False,False,False,1024,500,500,150000,0,write,0.0,0.0,0.0,0.0
False,False,False,False,False,1024,500,500,112500,37500,read,7030.96,63333.0,101269.0,107038.0
False,False,False,False,False,1024,500,500,112500,37500,write,2343.68,4426922.0,5302879.0,5460309.0
False,False,False,False,False,1024,500,500,75000,75000,read,4687.29,87746.0,109108.0,133398.0
False,False,False,False,False,1024,500,500,75000,75000,write,4687.35,4645396.0,5551539.0,5732887.0
False,False,False,False,False,1024,500,500,37500,112500,read,2343.61,95500.0,115993.0,159451.0
False,False,False,False,False,1024,500,500,37500,112500,write,7031.02,4864844.0,5786641.0,5980452.0
False,False,False,False,False,1024,500,500,225000,0,read,14999.8,73341.0,106187.0,116250.0
False,False,False,False,False,1024,500,500,225000,0,write,0.0,0.0,0.0,0.0
False,False,False,False,False,1024,500,500,168750,56250,read,10546.6,68076.0,115883.0,132077.0
False,False,False,False,False,1024,500,500,168750,56250,write,3515.57,4564649.0,5464153.0,5619931.0
False,False,False,False,False,1024,500,500,112500,112500,read,7030.95,91686.0,136482.0,184777.0
False,False,False,False,False,1024,500,500,112500,112500,write,7031.01,4907289.0,5847917.0,6037696.0
False,False,False,False,False,1024,500,500,56250,168750,read,3515.54,91152.0,162837.0,259678.0
False,False,False,False,False,1024,500,500,56250,168750,write,10546.6,5267118.0,6251235.0,6494360.0
False,False,False,False,False,1024,500,500,300000,0,read,19999.5,67331.0,99909.0,107367.0
False,False,False,False,False,1024,500,500,300000,0,write,0.0,0.0,0.0,0.0
False,False,False,False,False,1024,500,500,225000,75000,read,14062.2,105206.0,145247.0,172568.0
False,False,False,False,False,1024,500,500,225000,75000,write,4687.34,4694528.0,5604328.0,5784011.0
False,False,False,False,False,1024,500,500,150000,150000,read,9374.64,94942.0,199119.0,307080.0
False,False,False,False,False,1024,500,500,150000,150000,write,9374.64,5162070.0,6104951.0,6326769.0
False,False,False,False,False,1024,500,500,75000,225000,read,4687.3,93918.0,374651.0,566080.0
False,False,False,False,False,1024,500,500,75000,225000,write,14062.0,5715266.0,6742218.0,7050998.0
False,False,False,False,False,1024,500,500,375000,0,read,24998.7,80552.0,118456.0,132689.0
False,False,False,False,False,1024,500,500,375000,0,write,0.0,0.0,0.0,0.0
False,False,False,False,False,1024,500,500,281250,93750,read,17577.6,109578.0,172771.0,223642.0
False,False,False,False,False,1024,500,500,281250,93750,write,5859.18,4828857.0,5731080.0,5927934.0
False,False,False,False,False,1024,500,500,187500,187500,read,11718.2,109700.0,378294.0,547271.0
False,False,False,False,False,1024,500,500,187500,187500,write,11718.2,5484129.0,6427982.0,6667950.0
False,False,False,False,False,1024,500,500,93750,281250,read,5859.08,120722.0,855097.0,1154836.0
False,False,False,False,False,1024,500,500,93750,281250,write,17577.4,6336429.0,7379598.0,7989419.0
False,False,False,False,False,1024,500,500,450000,0,read,29999.6,88211.0,130978.0,141760.0
False,False,False,False,False,1024,500,500,450000,0,write,0.0,0.0,0.0,0.0
False,False,False,False,False,1024,500,500,337500,112500,read,21093.1,120037.0,221742.0,324238.0
False,False,False,False,False,1024,500,500,337500,112500,write,7031.07,5003710.0,5909180.0,6108829.0
False,False,False,False,False,1024,500,500,225000,225000,read,14061.9,137931.0,614139.0,829747.0
False,False,False,False,False,1024,500,500,225000,225000,write,14062.0,5847007.0,6769131.0,7071141.0
